URI	ITEM	TRANSLIT	SEARCH	TRANSLATION	CLASSIFIERS	COMMENT
ii218844	nahr bāʾaynāt̲h̲ā	nahr bāʾaynāt̲h̲ā	nahr baaynatha	NaN	TOP	no comment
ii218795	nahr tabal k̲h̲ān	nahr tabal k̲h̲ān	nahr tabal khan	NaN	TOP	no comment
ii1926	khedive ismāʿīl	khedive ismāʿīl	khedive ismail	NaN	PER	no comment
ii1065	asad	asad	asad	NaN	NAM,TRM	no comment
ii1921	carthage	carthage	carthage	NaN	TOP	no comment
ii31065	his̲h̲ām b. ismāʿīl	his̲h̲ām b. ismāʿīl	hisham b. ismail	NaN	PER	no comment
ii1572	aḥmed	aḥmed	ahmed	NaN	NAM	no comment
ii897	niger	niger	niger	NaN	TOP	no comment
ii1616	iṣāba	iṣāba	isaba	NaN	BOK,TRM	no comment
ii2071	herāt	herāt	herat	NaN	TOP	no comment
ii2467	allāhābād	allāhābād	allahabad	NaN	TOP	no comment
ii4193	ibn bādīs	ibn bādīs	ibn badis	NaN	PER	no comment
ii30985	kitāb al-kuttāb	kitāb al-kuttāb	kitab al-kuttab	NaN	BOK	no comment
ii1858	nafs	nafs	nafs	NaN	TRM	no comment
ii829	ʿamr b. al-ʿāṣ	ʿamr b. al-ʿāṣ	amr b. al-as	NaN	PER	no comment
ii1052	naḳs̲h̲bandiyya	naḳs̲h̲bandiyya	nakshbandiyya	NaN	GRP	no comment
ii1079	al-dimas̲h̲ḳī	al-dimas̲h̲ḳī	al-dimashki	NaN	PER	no comment
ii2239	meḥemmed iii	meḥemmed iii	mehemmed iii	NaN	PER	no comment
ii715	niẓāmī	niẓāmī	nizami	NaN	PER	no comment
ii1706	k̲h̲āṣṣa	k̲h̲āṣṣa	khassa	NaN	TRM	no comment
ii14874	maḥmūd b. sebüktigin	maḥmūd b. sebüktigin	mahmud b. sebuktigin	NaN	PER	no comment
ii398	ḥimṣ	ḥimṣ	hims	NaN	TOP	no comment
ii3463	ʿabd al-nāṣir	ʿabd al-nāṣir	abd al-nasir	NaN	NAM,PER	no comment
ii1810	suez canal	suez canal	suez canal	NaN	TOP	no comment
ii1907	müller	müller	muller	NaN	PER	no comment
ii218884	nahr al-isḥāḳi	nahr al-isḥāḳi	nahr al-ishaki	NaN	TOP	no comment
ii13971	kitāb al-buk̲h̲alāʾ	kitāb al-buk̲h̲alāʾ	kitab al-bukhala	NaN	BOK	no comment
ii906	ḳudāma	ḳudāma	kudama	NaN	NAM	no comment
ii985	mārdīn	mārdīn	mardin	NaN	TOP	no comment
ii1037	chicago	chicago	chicago	NaN	TOP	no comment
ii367	bayān	bayān	bayan	NaN	BOK,TRM	no comment
ii295	ḥudūd al-ʿālam	ḥudūd al-ʿālam	hudud al-alam	NaN	BOK	no comment
ii14583	abu ’l-ḥasan ʿalī b. muḥammad	abu ’l-ḥasan ʿalī b. muḥammad	abu l-hasan ali b. muhammad	NaN	PER	no comment
ii1284	dawlatābād	dawlatābād	dawlatabad	NaN	TOP	no comment
ii30838	nahr tīrā	nahr tīrā	nahr tira	NaN	TOP	no comment
ii4107	ibn ḏj̲ubayr	ibn ḏj̲ubayr	ibn jubayr	NaN	PER	no comment
ii912	dār al-islām	dār al-islām	dar al-islam	NaN	TRM	no comment
ii5149	hindustan	hindustan	hindustan	NaN	TOP	no comment
ii218836	nahr daḳla	nahr daḳla	nahr dakla	NaN	TOP	no comment
ii2063	ḵh̲wārazm	ḵh̲wārazm	khwarazm	NaN	TOP	no comment
ii1751	ṭawīl	ṭawīl	tawil	NaN	TRM	no comment
ii2163	ʿabd al-ḳays	ʿabd al-ḳays	abd al-kays	NaN	NAM,TRB	no comment
ii1448	gallipoli	gallipoli	gallipoli	NaN	TOP	no comment
ii887	uzun ḥasan	uzun ḥasan	uzun hasan	NaN	PER	no comment
ii900	ibn ṭūlūn	ibn ṭūlūn	ibn tulun	NaN	PER	no comment
ii1160	tas̲h̲kent	tas̲h̲kent	tashkent	NaN	TOP	no comment
ii191	harāt	harāt	harat	NaN	TOP	no comment
ii1367	ulug̲h̲ beg	ulug̲h̲ beg	ulugh beg	NaN	PER	no comment
ii1771	heidelberg	heidelberg	heidelberg	NaN	TOP	no comment
ii1780	rustam	rustam	rustam	NaN	NAM	no comment
ii207	būlāḳ	būlāḳ	bulak	NaN	TOP	no comment
ii2038	ḏj̲aʿfar	ḏj̲aʿfar	jafar	NaN	NAM	no comment
ii6004	ḥalīf	ḥalīf	halif	NaN	TRM	no comment
ii1136	mongolia	mongolia	mongolia	NaN	TOP	no comment
ii125	rabīʿ i	rabīʿ i	rabi i	NaN	TRM	no comment
ii218798	nahr sād̲j̲ūr	nahr sād̲j̲ūr	nahr sajur	NaN	TOP	no comment
ii511	eyālet	eyālet	eyalet	NaN	TRM	no comment
ii377	ibn al-ʿarabī	ibn al-ʿarabī	ibn al-arabi	NaN	PER,REL	no comment
ii1186	dirham	dirham	dirham	NaN	ECN,TRM	no comment
ii1559	ḳinnasrīn	ḳinnasrīn	kinnasrin	NaN	TOP	no comment
ii2092	rūs	rūs	rus	NaN	ETN,GRP,TOP	no comment
ii1974	iblīs	iblīs	iblis	NaN	TRM	no comment
ii1043	tyre	tyre	tyre	NaN	TOP	no comment
ii1510	moors	moors	moors	NaN	CUL,GRP,REL	no comment
ii1560	ministry of education	ministry of education	ministry of education	NaN	GRP	no comment
ii884	ʿubayd allāh	ʿubayd allāh	ubayd allah	NaN	PER	no comment
ii795	ibn kat̲h̲īr	ibn kat̲h̲īr	ibn kathir	NaN	PER	no comment
ii369	prophet muḥammad	prophet muḥammad	prophet muhammad	NaN	PER,REL	no comment
ii3521	plotinus	plotinus	plotinus	NaN	PER	no comment
ii3767	dalmatia	dalmatia	dalmatia	NaN	TOP	no comment
ii1438	ṭalḥa	ṭalḥa	talha	NaN	NAM	no comment
ii1194	al-zuhrī	al-zuhrī	al-zuhri	NaN	PER	no comment
ii1857	g̲h̲iyāt̲h̲ al-dīn	g̲h̲iyāt̲h̲ al-dīn	ghiyath al-din	NaN	NAM	no comment
ii2089	ottoman sultan	ottoman sultan	ottoman sultan	NaN	TRM	no comment
ii296	tlemcen	tlemcen	tlemcen	NaN	TOP	no comment
ii173	d̲h̲u ’l-ḥid̲j̲d̲j̲a	d̲h̲u ’l-ḥid̲j̲d̲j̲a	dhu l-hijja	NaN	TRM	no comment
ii6547	ahl al-ḥadīt̲h̲	ahl al-ḥadīt̲h̲	ahl al-hadith	NaN	GRP,REL	no comment
ii959	al-ḳāʾim	al-ḳāʾim	al-kaim	NaN	PER	no comment
ii4483	south russia	south russia	south russia	NaN	TOP	no comment
ii35121	ṭabāṭabāʾī	ṭabāṭabāʾī	tabatabai	NaN	NAM,PER	no comment
ii3990	s̲h̲ihāb	s̲h̲ihāb	shihab	NaN	NAM,TRM	no comment
ii218789	nahr yāna/āna	nahr yāna/āna	nahr yana/ana	NaN	TOP	no comment
ii175	ibn sīnā	ibn sīnā	ibn sina	NaN	PER	no comment
ii1144	ṭahmāsp	ṭahmāsp	tahmasp	NaN	PER	no comment
ii1575	raʾy	raʾy	ray	NaN	TRM	no comment
ii218772	nahr ḳadīs̲h̲a	nahr ḳadīs̲h̲a	nahr kadisha	NaN	TOP	no comment
ii397	laḳab	laḳab	lakab	NaN	SOC,TRM	no comment
ii940	d̲j̲uwaynī	d̲j̲uwaynī	juwayni	NaN	PER	no comment
ii3730	abū ʿabd allāh muḥammad	abū ʿabd allāh muḥammad	abu abd allah muhammad	NaN	PER	no comment
ii3538	erzerum	erzerum	erzerum	NaN	TOP	no comment
ii31324	ṭabaḳāt ʿulamāʾ ifrīḳiya	ṭabaḳāt ʿulamāʾ ifrīḳiya	tabakat ulama ifrikiya	NaN	BOK,GRP,REL	no comment
ii241	hid̲j̲ra	hid̲j̲ra	hijra	NaN	TRM	no comment
ii218781	nahr ʿīsā ibn ʿalī	nahr ʿīsā ibn ʿalī	nahr isa ibn ali	NaN	TOP	no comment
ii73241	nahr al-isḥāḳī	nahr al-isḥāḳī	nahr al-ishaki	NaN	TOP	no comment
ii586	java	java	java	NaN	TOP	no comment
ii1965	anṣārī	anṣārī	ansari	NaN	PER	no comment
ii3860	sirr	sirr	sirr	NaN	TRM	no comment
ii218890	nahr al-akrād	nahr al-akrād	nahr al-akrad	NaN	TOP	no comment
ii594	al-muḳtadir	al-muḳtadir	al-muktadir	NaN	PER	no comment
ii3536	mardin	mardin	mardin	NaN	TOP	no comment
ii360	ayyūbids	ayyūbids	ayyubids	NaN	DYN,GRP	no comment
ii396	fez	fez	fez	NaN	TOP	no comment
ii772	sayyids	sayyids	sayyids	NaN	TRM	no comment
ii218828	nahr d̲j̲irra	nahr d̲j̲irra	nahr jirra	NaN	TOP	no comment
ii218879	nahr al-lāhūn	nahr al-lāhūn	nahr al-lahun	NaN	TOP	no comment
ii218875	nahr al-maʿḳil	nahr al-maʿḳil	nahr al-makil	NaN	TOP	no comment
ii589	nāʾib	nāʾib	naib	NaN	TRM	no comment
ii294	sulṭān	sulṭān	sultan	NaN	POL,TRM	no comment
ii2266	ḥasan pas̲h̲a	ḥasan pas̲h̲a	hasan pasha	NaN	PER	no comment
ii151	murūd̲j̲	murūd̲j̲	muruj	NaN	BOK,TRM	no comment
ii9457	algerian sahara	algerian sahara	algerian sahara	NaN	TOP	no comment
ii1811	moroccans	moroccans	moroccans	NaN	GRP	no comment
ii676	minbar	minbar	minbar	NaN	TRM	no comment
ii1287	al-ḥasan al-baṣrī	al-ḥasan al-baṣrī	al-hasan al-basri	NaN	PER	no comment
ii453	fāṭima	fāṭima	fatima	NaN	NAM,ONO	no comment
ii342	ibn his̲h̲ām	ibn his̲h̲ām	ibn hisham	NaN	PER	no comment
ii891	al-farazdaḳ	al-farazdaḳ	al-farazdak	NaN	PER	no comment
ii218783	nahr ʿaḳrabānī	nahr ʿaḳrabānī	nahr akrabani	NaN	TOP	no comment
ii1585	barcelona	barcelona	barcelona	NaN	TOP	no comment
ii303	miḥrāb	miḥrāb	mihrab	NaN	REL,TRM	no comment
ii8601	ḥasan ag̲h̲a	ḥasan ag̲h̲a	hasan agha	NaN	PER	no comment
ii1988	great sald̲j̲ūḳs	great sald̲j̲ūḳs	great saljuks	NaN	GRP	no comment
ii403	asia	asia	asia	NaN	TOP	no comment
ii600	ḥamd allāh mustawfī	ḥamd allāh mustawfī	hamd allah mustawfi	NaN	PER	no comment
ii235	al-balād̲h̲urī	al-balād̲h̲urī	al-baladhuri	NaN	PER	no comment
ii11381	mysticism	mysticism	mysticism	NaN	GRP,REL	no comment
ii1586	tāhart	tāhart	tahart	NaN	TOP	no comment
ii881	ibn isḥāḳ	ibn isḥāḳ	ibn ishak	NaN	PER	no comment
ii1454	aḥkām	aḥkām	ahkam	NaN	TRM	no comment
ii1066	sinān	sinān	sinan	NaN	NAM,PER	no comment
ii218887	nahr al-balāʾ	nahr al-balāʾ	nahr al-bala	NaN	TOP	no comment
ii1789	ʿumra	ʿumra	umra	NaN	TRM	no comment
ii1888	aḥmad s̲h̲āh durrānī	aḥmad s̲h̲āh durrānī	ahmad shah durrani	NaN	PER	no comment
ii1108	slavs	slavs	slavs	NaN	ETN,GRP	no comment
ii130	cordova	cordova	cordova	NaN	TOP	no comment
ii3688	naḳīb al-as̲h̲rāf	naḳīb al-as̲h̲rāf	nakib al-ashraf	NaN	TRM	no comment
ii1259	ḳalʿa	ḳalʿa	kala	NaN	TRM	no comment
ii8600	ṭabaḳāt al-ḥanābila	ṭabaḳāt al-ḥanābila	tabakat al-hanabila	NaN	BOK,LAW,REL	no comment
ii1430	rabīʿ	rabīʿ	rabi	NaN	TRM	no comment
ii4144	byzantine emperor	byzantine emperor	byzantine emperor	NaN	DYN,PER,TOP	no comment
ii1456	dozy	dozy	dozy	NaN	PER	no comment
ii152	ḳaṣīda	ḳaṣīda	kasida	NaN	TRM	no comment
ii218824	nahr hās̲h̲im	nahr hās̲h̲im	nahr hashim	NaN	TOP	no comment
ii123767	nahr al-ʿallān	nahr al-ʿallān	nahr al-allan	NaN	TOP	no comment
ii1553	druzes	druzes	druzes	NaN	GRP,REL	no comment
ii113655	ak̲h̲bār al-rāḍī wa’l-muttaḳī	ak̲h̲bār al-rāḍī wa’l-muttaḳī	akhbar al-radi wal-muttaki	NaN	BOK,PER	no comment
ii218784	nahr ʿallān	nahr ʿallān	nahr allan	NaN	TOP	no comment
ii16523	baḥr al-ḳulzum	baḥr al-ḳulzum	bahr al-kulzum	NaN	TOP	no comment
ii2033	mosque	mosque	mosque	NaN	REL,TRM	no comment
ii615	ʿaḍud al-dawla	ʿaḍud al-dawla	adud al-dawla	NaN	PER	no comment
ii218842	nahr bīṭī/bīṭa	nahr bīṭī/bīṭa	nahr biti/bita	NaN	TOP	no comment
ii113744	abū ḥayya al-numayrī	abū ḥayya al-numayrī	abu hayya al-numayri	NaN	PER	no comment
ii8532	sultan barḳūḳ	sultan barḳūḳ	sultan barkuk	NaN	PER	no comment
ii1125	kuwayt	kuwayt	kuwayt	NaN	TOP	no comment
ii440	antioch	antioch	antioch	NaN	TOP	no comment
ii1055	t̲h̲aʿlab	t̲h̲aʿlab	thalab	NaN	NAM,PER,TRM	no comment
ii4102	idrīs ii	idrīs ii	idris ii	NaN	PER	no comment
ii218876	nahr al-marʾa	nahr al-marʾa	nahr al-mara	NaN	TOP	no comment
ii2318	nask̲h̲	nask̲h̲	naskh	NaN	TRM	no comment
ii113795	abū kālīd̲j̲ār gars̲h̲āsp	abū kālīd̲j̲ār gars̲h̲āsp	abu kalijar garshasp	NaN	PER	no comment
ii653	ʿalī b. abī ṭālib	ʿalī b. abī ṭālib	ali b. abi talib	NaN	PER	no comment
ii1509	serbs	serbs	serbs	NaN	ETN,GRP	no comment
ii1130	snouck hurgronje	snouck hurgronje	snouck hurgronje	NaN	PER	no comment
ii1285	transoxiana	transoxiana	transoxiana	NaN	TOP	no comment
ii6008	baḥrī mamlūks	baḥrī mamlūks	bahri mamluks	NaN	DYN,GRP	no comment
ii31322	ṭahmāsb i	ṭahmāsb i	tahmasb i	NaN	PER	no comment
ii218854	nahr al-ḳarma	nahr al-ḳarma	nahr al-karma	NaN	TOP	no comment
ii1941	mug̲h̲nī	mug̲h̲nī	mughni	NaN	TRM	no comment
ii118	leipzig	leipzig	leipzig	NaN	TOP	no comment
ii427	yaman	yaman	yaman	NaN	TOP	no comment
ii1645	al-suhrawardī	al-suhrawardī	al-suhrawardi	NaN	PER	no comment
ii1571	caliphs	caliphs	caliphs	NaN	TRM	no comment
ii412	badr	badr	badr	NaN	NAM,TOP,TRM	no comment
ii559	levant	levant	levant	NaN	TOP	no comment
ii938	ewliyā	ewliyā	ewliya	NaN	NAM	no comment
ii1393	čingiz k̲h̲ān	čingiz k̲h̲ān	cingiz khan	NaN	PER	no comment
ii12087	monophysitism	monophysitism	monophysitism	NaN	GRP,REL	no comment
ii2348	g̲h̲assānids	g̲h̲assānids	ghassanids	NaN	DYN,GRP	no comment
ii8542	aceh	aceh	aceh	NaN	TOP	no comment
ii1279	maliks̲h̲āh	maliks̲h̲āh	malikshah	NaN	PER	no comment
ii1281	ibn al-furāt	ibn al-furāt	ibn al-furat	NaN	PER	no comment
ii2513	netherlands	netherlands	netherlands	NaN	TOP	no comment
ii1149	silsila	silsila	silsila	NaN	TRM	no comment
ii1924	ḥād̲j̲d̲j̲ī ḵh̲alīfa	ḥād̲j̲d̲j̲ī ḵh̲alīfa	hajji khalifa	NaN	PER	no comment
ii1484	hungarians	hungarians	hungarians	NaN	GRP	no comment
ii15013	baldwin i	baldwin i	baldwin i	NaN	PER	no comment
ii218786	nahr ʿadī	nahr ʿadī	nahr adi	NaN	TOP	no comment
ii1006	s̲h̲āhd̲j̲ahān	s̲h̲āhd̲j̲ahān	shahjahan	NaN	PER	no comment
ii113397	al-muzdalifa	al-muzdalifa	al-muzdalifa	NaN	TOP	no comment
ii3475	ʿabd al-muṭṭalib	ʿabd al-muṭṭalib	abd al-muttalib	NaN	NAM,PER	no comment
ii8550	northern arabs	northern arabs	northern arabs	NaN	ETN,GRP,TOP	no comment
ii1019	āʾīn-i akbarī	āʾīn-i akbarī	ain-i akbari	NaN	BOK	no comment
ii1111	al-wāt̲h̲iḳ	al-wāt̲h̲iḳ	al-wathik	NaN	PER	no comment
ii218874	nahr al-mubārak	nahr al-mubārak	nahr al-mubarak	NaN	TOP	no comment
ii2104	ḳanāts	ḳanāts	kanats	NaN	TRM	no comment
ii721	umma	umma	umma	NaN	TRM	no comment
ii14962	ḥarūrāʾ	ḥarūrāʾ	harura	NaN	TOP	no comment
ii15032	ḏj̲alāl al-dawla	ḏj̲alāl al-dawla	jalal al-dawla	NaN	NAM,PER	no comment
ii4072	bāyazīd i	bāyazīd i	bayazid i	NaN	PER	no comment
ii1564	sūra ii	sūra ii	sura ii	NaN	BOK,REL	no comment
ii113745	abū ḥamza al-muk̲h̲tār b. ʿawf al-azdī	abū ḥamza al-muk̲h̲tār b. ʿawf al-azdī	abu hamza al-mukhtar b. awf al-azdi	NaN	PER	no comment
ii1433	somali	somali	somali	NaN	TOP	no comment
ii47722	abū ʿabdallāh al-k̲h̲wārazmī	abū ʿabdallāh al-k̲h̲wārazmī	abu abdallah al-khwarazmi	NaN	PER	no comment
ii654	rumelia	rumelia	rumelia	NaN	TOP	no comment
ii630	erzurum	erzurum	erzurum	NaN	TOP	no comment
ii9472	minneapolis	minneapolis	minneapolis	NaN	TOP	no comment
ii31321	ṭahmāsp ḳulī k̲h̲ān	ṭahmāsp ḳulī k̲h̲ān	tahmasp kuli khan	NaN	PER	no comment
ii543	muʿd̲j̲am	muʿd̲j̲am	mujam	NaN	BOK,TRM	no comment
ii677	abū muslim	abū muslim	abu muslim	NaN	PER	no comment
ii547	awḳāf	awḳāf	awkaf	NaN	REL,SOC,TRM	no comment
ii939	ʿabd al-ḳādir	ʿabd al-ḳādir	abd al-kadir	NaN	PER	no comment
ii1152	paris	paris	paris	NaN	TOP	no comment
ii1260	ṭog̲h̲ri̊l	ṭog̲h̲ri̊l	toghril	NaN	NAM,PER	no comment
ii538	māzandarān	māzandarān	mazandaran	NaN	TOP	no comment
ii14990	muʿīn al-dīn sulaymān	muʿīn al-dīn sulaymān	muin al-din sulayman	NaN	PER	no comment
ii1589	niẓāmiyya	niẓāmiyya	nizamiyya	NaN	REL,TRM	no comment
ii726	sayf al-dawla	sayf al-dawla	sayf al-dawla	NaN	PER	no comment
ii1286	spaniards	spaniards	spaniards	NaN	ETN,GRP	no comment
ii490	wāsiṭ	wāsiṭ	wasit	NaN	TOP	no comment
ii506	al-azhar	al-azhar	al-azhar	NaN	REL,TOP	no comment
ii1954	sarak̲h̲s	sarak̲h̲s	sarakhs	NaN	TOP	no comment
ii3441	switzerland	switzerland	switzerland	NaN	TOP	no comment
ii218839	nahr dag̲h̲darī	nahr dag̲h̲darī	nahr daghdari	NaN	TOP	no comment
ii73229	nahr maʿḳil	nahr maʿḳil	nahr makil	NaN	TOP	no comment
ii14564	ʿabd allāh b. yaḥyā	ʿabd allāh b. yaḥyā	abd allah b. yahya	NaN	PER	no comment
ii34963	ʿallāma	ʿallāma	allama	NaN	TRM	no comment
ii3793	al-mizzī	al-mizzī	al-mizzi	NaN	PER	no comment
ii1310	ṭāhirids	ṭāhirids	tahirids	NaN	DYN,GRP	no comment
ii2173	ʿurf	ʿurf	urf	NaN	TRM	no comment
ii943	id̲j̲māʿ	id̲j̲māʿ	ijma	NaN	TRM	no comment
ii4031	abnāʾ	abnāʾ	abna	NaN	TRM	no comment
ii158	ād̲h̲arbāyd̲j̲ān	ād̲h̲arbāyd̲j̲ān	adharbayjan	NaN	TOP	no comment
ii31325	ṣāḥib bayt al-māl	ṣāḥib bayt al-māl	sahib bayt al-mal	NaN	ECN,TRM	no comment
ii513	princeton	princeton	princeton	NaN	TOP	no comment
ii1576	aʿyān	aʿyān	ayan	NaN	SOC,TRM	no comment
ii1309	ʿilm al-kalām	ʿilm al-kalām	ilm al-kalam	NaN	TRM	no comment
ii584	kitāb	kitāb	kitab	NaN	TRM	no comment
ii1239	ahwāz	ahwāz	ahwaz	NaN	TOP	no comment
ii3825	united arab emirates	united arab emirates	united arab emirates	NaN	TOP	no comment
ii1404	david	david	david	NaN	NAM	no comment
ii1987	south india	south india	south india	NaN	TOP	no comment
ii213	vienna	vienna	vienna	NaN	TOP	no comment
ii2171	g̲h̲ulāt	g̲h̲ulāt	ghulat	NaN	GRP,REL,TRM	no comment
ii218788	nahr zrgān	nahr zrgān	nahr zrgan	NaN	TOP	no comment
ii917	ibn al-muḳaffaʿ	ibn al-muḳaffaʿ	ibn al-mukaffa	NaN	PER	no comment
ii187	ibn ḳutayba	ibn ḳutayba	ibn kutayba	NaN	PER	no comment
ii1312	moldavia	moldavia	moldavia	NaN	TOP	no comment
ii1673	khedive	khedive	khedive	NaN	TRM	no comment
ii1364	blachère	blachère	blachere	NaN	PER	no comment
ii3923	al-māturīdī	al-māturīdī	al-maturidi	NaN	PER	no comment
ii673	abū tammām	abū tammām	abu tammam	NaN	PER	no comment
ii1672	aḥmad s̲h̲āh	aḥmad s̲h̲āh	ahmad shah	NaN	PER	no comment
ii1794	albanians	albanians	albanians	NaN	GRP	no comment
ii4289	u.s.s.r	u.s.s.r	u.s.s.r	NaN	TOP	no comment
ii921	ibn ʿid̲h̲ārī	ibn ʿid̲h̲ārī	ibn idhari	NaN	PER	no comment
ii5994	muṣṭafā res̲h̲īd pas̲h̲a	muṣṭafā res̲h̲īd pas̲h̲a	mustafa reshid pasha	NaN	PER	no comment
ii218880	nahr al-k̲h̲āzir	nahr al-k̲h̲āzir	nahr al-khazir	NaN	TOP	no comment
ii590	buddhist	buddhist	buddhist	NaN	GRP	no comment
ii444	oxus	oxus	oxus	NaN	TOP	no comment
ii973	ḥudūd	ḥudūd	hudud	NaN	TRM	no comment
ii347	muftī	muftī	mufti	NaN	REL,TRM	no comment
ii2018	madīḥ	madīḥ	madih	NaN	TRM	no comment
ii174	rabīʿ ii	rabīʿ ii	rabi ii	NaN	TRM	no comment
ii971	bosphorus	bosphorus	bosphorus	NaN	TOP	no comment
ii352	companions	companions	companions	NaN	GRP,REL	no comment
ii14697	saʿd b. zayd manāt	saʿd b. zayd manāt	sad b. zayd manat	NaN	PER	no comment
ii386	ṣalāt	ṣalāt	salat	NaN	REL,TRM	no comment
ii1395	ibn al-bayṭār	ibn al-bayṭār	ibn al-baytar	NaN	PER	no comment
ii1422	al-naẓẓām	al-naẓẓām	al-nazzam	NaN	NAM,PER	no comment
ii4051	ibn baṭṭa	ibn baṭṭa	ibn batta	NaN	PER	no comment
ii1735	ibn ḥad̲j̲ar al-ʿasḳalānī	ibn ḥad̲j̲ar al-ʿasḳalānī	ibn hajar al-askalani	NaN	PER	no comment
ii651	bulgaria	bulgaria	bulgaria	NaN	TOP	no comment
ii1619	tid̲j̲āniyya	tid̲j̲āniyya	tijaniyya	NaN	GRP,REL	no comment
ii1660	nihāwand	nihāwand	nihawand	NaN	TOP	no comment
ii1054	avicenna	avicenna	avicenna	NaN	PER	no comment
ii526	selīm i	selīm i	selim i	NaN	PER	no comment
ii730	flügel	flügel	flugel	NaN	PER	no comment
ii758	senegal	senegal	senegal	NaN	TOP	no comment
ii2298	south asia	south asia	south asia	NaN	TOP	no comment
ii1529	cyrenaica	cyrenaica	cyrenaica	NaN	TOP	no comment
ii6516	panjab	panjab	panjab	NaN	TOP	no comment
ii566	mūsā	mūsā	musa	NaN	PER	no comment
ii13973	k. al-aṣnām	k. al-aṣnām	k. al-asnam	NaN	BOK	no comment
ii15158	madīnat sālim	madīnat sālim	madinat salim	NaN	TOP	no comment
ii1044	ḳumm	ḳumm	kumm	NaN	TOP	no comment
ii406	ṣanʿāʾ	ṣanʿāʾ	sana	NaN	TOP	no comment
ii889	west africa	west africa	west africa	NaN	TOP	no comment
ii1041	kuttāb	kuttāb	kuttab	NaN	TRM	no comment
ii1950	dioscorides	dioscorides	dioscorides	NaN	PER	no comment
ii1920	ibn sallām	ibn sallām	ibn sallam	NaN	PER	no comment
ii658	ibn al-d̲j̲awzī	ibn al-d̲j̲awzī	ibn al-jawzi	NaN	PER	no comment
ii2267	murs̲h̲id	murs̲h̲id	murshid	NaN	REL,TRM	no comment
ii1080	malaysia	malaysia	malaysia	NaN	TOP	no comment
ii4499	ibn miskawayh	ibn miskawayh	ibn miskawayh	NaN	PER	no comment
ii1318	k̲h̲alīl	k̲h̲alīl	khalil	NaN	NAM,PER	no comment
ii1105	arrān	arrān	arran	NaN	TOP	no comment
ii3710	al-dīn	al-dīn	al-din	NaN	REL,TRM	no comment
ii796	muḥammad b. tug̲h̲luḳ	muḥammad b. tug̲h̲luḳ	muhammad b. tughluk	NaN	PER	no comment
ii98	russia	russia	russia	NaN	TOP	no comment
ii4281	taʾrīk̲h̲-i ras̲h̲īdī	taʾrīk̲h̲-i ras̲h̲īdī	tarikh-i rashidi	NaN	BOK	no comment
ii40	arabia	arabia	arabia	NaN	TOP	no comment
ii1314	geneva	geneva	geneva	NaN	TOP	no comment
ii3435	imāmiyya	imāmiyya	imamiyya	NaN	GRP,REL	no comment
ii3565	buddhists	buddhists	buddhists	NaN	GRP,REL	no comment
ii1834	grand vizierate	grand vizierate	grand vizierate	NaN	TRM	no comment
ii817	beglerbegi	beglerbegi	beglerbegi	NaN	TRM	no comment
ii14792	g̲h̲āzī muḥammad	g̲h̲āzī muḥammad	ghazi muhammad	NaN	PER	no comment
ii1302	īmān	īmān	iman	NaN	TRM	no comment
ii3564	isḥāḳ b. ḥunayn	isḥāḳ b. ḥunayn	ishak b. hunayn	NaN	PER	no comment
ii1161	ras̲h̲īd riḍā	ras̲h̲īd riḍā	rashid rida	NaN	PER	no comment
ii2306	abū hilāl al-ʿaskarī	abū hilāl al-ʿaskarī	abu hilal al-askari	NaN	PER	no comment
ii35408	činggis	činggis	cinggis	NaN	NAM,PER	no comment
ii607	kātib	kātib	katib	NaN	TRM	no comment
ii400	al-ḳalḳas̲h̲andī	al-ḳalḳas̲h̲andī	al-kalkashandi	NaN	PER	no comment
ii123	fihrist	fihrist	fihrist	NaN	BOK,TRM	no comment
ii909	saragossa	saragossa	saragossa	NaN	TOP	no comment
ii1485	d̲j̲arīr	d̲j̲arīr	jarir	NaN	PER	no comment
ii9333	aristotelianism	aristotelianism	aristotelianism	NaN	FLS,GRP	no comment
ii5628	ḳubbat al-ṣak̲h̲ra	ḳubbat al-ṣak̲h̲ra	kubbat al-sakhra	NaN	REL,TOP	no comment
ii473	būyids	būyids	buyids	NaN	DYN,GRP	no comment
ii395	islam	islam	islam	NaN	GRP,REL	no comment
ii1715	ibāḍiyya	ibāḍiyya	ibadiyya	NaN	GRP	no comment
ii6350	tahāfut al-falāsifa	tahāfut al-falāsifa	tahafut al-falasifa	NaN	BOK	no comment
ii200	mesopotamia	mesopotamia	mesopotamia	NaN	TOP	no comment
ii225	sind	sind	sind	NaN	TOP	no comment
ii430	sīstān	sīstān	sistan	NaN	TOP	no comment
ii4426	herat	herat	herat	NaN	TOP	no comment
ii2001	ʿahd	ʿahd	ahd	NaN	TRM	no comment
ii1413	ibn al-as̲h̲ʿat̲h̲	ibn al-as̲h̲ʿat̲h̲	ibn al-ashath	NaN	PER	no comment
ii99215	nahr sūrā	nahr sūrā	nahr sura	NaN	TOP	no comment
ii3855	maḥāsin	maḥāsin	mahasin	NaN	TRM	no comment
ii24891	nahr al-kabīr	nahr al-kabīr	nahr al-kabir	NaN	TOP	no comment
ii218869	nahr al-sarbaṭ	nahr al-sarbaṭ	nahr al-sarbat	NaN	TOP	no comment
ii275	ʿirāḳī	ʿirāḳī	iraki	NaN	PER	no comment
